item,subject_1,subject_2,measure,correlation
El espejo,sub-054,sub-002,FPRT,0.23846014797482598
El espejo,sub-054,sub-085,FPRT,0.2374489195384103
El espejo,sub-054,sub-021,FPRT,0.261728421364094
El espejo,sub-054,sub-096,FPRT,0.23485942333482956
El espejo,sub-054,sub-027,FPRT,0.16690385762703241
El espejo,sub-054,sub-006,FPRT,0.23909529048020403
El espejo,sub-054,sub-066,FPRT,0.25452503712581925
El espejo,sub-054,sub-101,FPRT,0.27570499256933395
El espejo,sub-054,sub-042,FPRT,0.24488727625969303
El espejo,sub-054,sub-003,FPRT,0.28019421766836516
El espejo,sub-054,sub-107,FPRT,0.23675449968920245
El espejo,sub-054,sub-098,FPRT,0.2995980455408371
El espejo,sub-054,sub-086,FPRT,0.14717590858188795
El espejo,sub-054,sub-013,FPRT,0.1633743106121757
El espejo,sub-054,sub-068,FPRT,0.25665900981043144
El espejo,sub-078,sub-067,FPRT,0.24634457836266666
El espejo,sub-078,sub-054,FPRT,0.2519587843130388
El espejo,sub-078,sub-078,FPRT,1.0
El espejo,sub-078,sub-046,FPRT,0.2736832689574784
El espejo,sub-078,sub-097,FPRT,0.3141595775784116
El espejo,sub-078,sub-079,FPRT,0.31257746021033783
El espejo,sub-078,sub-028,FPRT,0.2750211622881463
El espejo,sub-078,sub-089,FPRT,0.33092707563268214
El espejo,sub-078,sub-109,FPRT,0.35719679637469137
El espejo,sub-078,sub-070,FPRT,0.21999716115121148
El espejo,sub-078,sub-111,FPRT,0.30149636317278455
El espejo,sub-078,sub-073,FPRT,0.25038307372720797
El espejo,sub-078,sub-001,FPRT,0.28733814024762855
El espejo,sub-078,sub-095,FPRT,0.36439309288966404
El espejo,sub-078,sub-012,FPRT,0.101563993155258
El espejo,sub-078,sub-052,FPRT,0.32086270629949576
El espejo,sub-078,sub-094,FPRT,0.3318257862125616
El espejo,sub-078,sub-088,FPRT,0.03931632019949217
El espejo,sub-078,sub-044,FPRT,0.26882094059762857
El espejo,sub-078,sub-009,FPRT,0.27823681742764284
El espejo,sub-078,sub-041,FPRT,0.34662204782592904
El espejo,sub-078,sub-024,FPRT,0.15831146592319828
El espejo,sub-078,sub-016,FPRT,0.24888187422782512
El espejo,sub-078,sub-112,FPRT,0.28178812348238347
El espejo,sub-078,sub-058,FPRT,0.22365793848504126
El espejo,sub-078,sub-018,FPRT,0.25620202792311864
El espejo,sub-078,sub-048,FPRT,0.28722826393011386
El espejo,sub-078,sub-087,FPRT,0.29991116346478225
El espejo,sub-078,sub-091,FPRT,0.32450148723248107
El espejo,sub-078,sub-083,FPRT,0.3880611174580912
El espejo,sub-078,sub-065,FPRT,0.310234746104036
El espejo,sub-078,sub-077,FPRT,0.16427608209311548
El espejo,sub-078,sub-039,FPRT,0.2242734605960003
El espejo,sub-078,sub-053,FPRT,0.28339158473394
El espejo,sub-078,sub-075,FPRT,0.2991619652558827
El espejo,sub-078,sub-060,FPRT,0.3205032446879244
El espejo,sub-078,sub-103,FPRT,0.2781164844985325
El espejo,sub-078,sub-105,FPRT,0.20533702491680383
El espejo,sub-078,sub-064,FPRT,0.2375729493793712
El espejo,sub-078,sub-010,FPRT,0.13159124392174482
El espejo,sub-078,sub-034,FPRT,0.2978218913371749
El espejo,sub-078,sub-002,FPRT,0.25994407659244706
El espejo,sub-078,sub-085,FPRT,0.2867061909545323
El espejo,sub-078,sub-021,FPRT,0.125024512295364
El espejo,sub-078,sub-096,FPRT,0.3574189525470201
El espejo,sub-078,sub-027,FPRT,0.18539310652232813
El espejo,sub-078,sub-006,FPRT,0.24721316111193067
El espejo,sub-078,sub-066,FPRT,0.26864434780576024
El espejo,sub-078,sub-101,FPRT,0.26556807410594824
El espejo,sub-078,sub-042,FPRT,0.22774677210457978
El espejo,sub-078,sub-003,FPRT,0.3567664316331014
El espejo,sub-078,sub-107,FPRT,0.25633226579904217
El espejo,sub-078,sub-098,FPRT,0.2878376674173098
El espejo,sub-078,sub-086,FPRT,0.1998155329216668
El espejo,sub-078,sub-013,FPRT,0.24072622016919565
El espejo,sub-078,sub-068,FPRT,0.33459264900493785
El espejo,sub-046,sub-067,FPRT,0.26624765643175585
El espejo,sub-046,sub-054,FPRT,0.23654187840987242
El espejo,sub-046,sub-078,FPRT,0.27368326895747835
El espejo,sub-046,sub-046,FPRT,1.0
El espejo,sub-046,sub-097,FPRT,0.3420017318822832
El espejo,sub-046,sub-079,FPRT,0.35677304485720457
El espejo,sub-046,sub-028,FPRT,0.31056111785368545
El espejo,sub-046,sub-089,FPRT,0.38832693272255275
El espejo,sub-046,sub-109,FPRT,0.3969570748490192
El espejo,sub-046,sub-070,FPRT,0.175780693311782
El espejo,sub-046,sub-111,FPRT,0.283969046309407
El espejo,sub-046,sub-073,FPRT,0.27470492783440187
El espejo,sub-046,sub-001,FPRT,0.36934729844840253
El espejo,sub-046,sub-095,FPRT,0.35361530215905584
El espejo,sub-046,sub-012,FPRT,0.11650415294172597
El espejo,sub-046,sub-052,FPRT,0.22901690268142777
El espejo,sub-046,sub-094,FPRT,0.20244214985619913
El espejo,sub-046,sub-088,FPRT,0.18164859295414862
El espejo,sub-046,sub-044,FPRT,0.42029680671059105
El espejo,sub-046,sub-009,FPRT,0.3667537824263463
El espejo,sub-046,sub-041,FPRT,0.307054156403311
El espejo,sub-046,sub-024,FPRT,0.06261804857618661
El espejo,sub-046,sub-016,FPRT,0.1759988210883526
El espejo,sub-046,sub-112,FPRT,0.43658987002180755
El espejo,sub-046,sub-058,FPRT,0.2758716583974234
El espejo,sub-046,sub-018,FPRT,0.19853762192142063
El espejo,sub-046,sub-048,FPRT,0.18443231924062164
El espejo,sub-046,sub-087,FPRT,0.3289371667659341
El espejo,sub-046,sub-091,FPRT,0.33532969129672496
El espejo,sub-046,sub-083,FPRT,0.32516636297580975
El espejo,sub-046,sub-065,FPRT,0.29966387887043433
El espejo,sub-046,sub-077,FPRT,0.1617091981633411
El espejo,sub-046,sub-039,FPRT,0.34579449412223556
El espejo,sub-046,sub-053,FPRT,0.14659866069295013
El espejo,sub-046,sub-075,FPRT,0.2500735705729097
El espejo,sub-046,sub-060,FPRT,0.3108916093655205
El espejo,sub-046,sub-103,FPRT,0.2876983865910346
El espejo,sub-046,sub-105,FPRT,0.1357542338838789
El espejo,sub-046,sub-064,FPRT,0.22038879161798677
El espejo,sub-046,sub-010,FPRT,0.02907392867061769
El espejo,sub-046,sub-034,FPRT,0.17754019382132827
El espejo,sub-046,sub-002,FPRT,0.28820774700879037
El espejo,sub-046,sub-085,FPRT,0.35608350417840545
El espejo,sub-046,sub-021,FPRT,0.34627181818418307
El espejo,sub-046,sub-096,FPRT,0.334292022072712
El espejo,sub-046,sub-027,FPRT,0.34709630774823363
El espejo,sub-046,sub-006,FPRT,0.3931840133845934
El espejo,sub-046,sub-066,FPRT,0.31923535542583675
El espejo,sub-046,sub-101,FPRT,0.21486977048688843
El espejo,sub-046,sub-042,FPRT,0.38912268660575183
El espejo,sub-046,sub-003,FPRT,0.3946679469718614
El espejo,sub-046,sub-107,FPRT,0.3395134261437254
El espejo,sub-046,sub-098,FPRT,0.24441734013892186
El espejo,sub-046,sub-086,FPRT,0.11157681522408086
El espejo,sub-046,sub-013,FPRT,0.24491000491507126
El espejo,sub-046,sub-068,FPRT,0.26124276598419477
El espejo,sub-097,sub-067,FPRT,0.2806600669167491
El espejo,sub-097,sub-054,FPRT,0.24070118721006942
El espejo,sub-097,sub-078,FPRT,0.3141595775784116
El espejo,sub-097,sub-046,FPRT,0.3420017318822832
El espejo,sub-097,sub-097,FPRT,1.0
El espejo,sub-097,sub-079,FPRT,0.42315930365678034
El espejo,sub-097,sub-028,FPRT,0.3409423296429834
El espejo,sub-097,sub-089,FPRT,0.43558801098193556
El espejo,sub-097,sub-109,FPRT,0.48849634392119895
El espejo,sub-097,sub-070,FPRT,0.18096244473928588
El espejo,sub-097,sub-111,FPRT,0.31694020381489235
El espejo,sub-097,sub-073,FPRT,0.3217955926101672
El espejo,sub-097,sub-001,FPRT,0.4275157661513012
El espejo,sub-097,sub-095,FPRT,0.41300724092167584
El espejo,sub-097,sub-012,FPRT,0.14576320479662955
El espejo,sub-097,sub-052,FPRT,0.273172259311656
El espejo,sub-097,sub-094,FPRT,0.28095753103997617
El espejo,sub-097,sub-088,FPRT,0.11505316855969834
El espejo,sub-097,sub-044,FPRT,0.41116629580936476
El espejo,sub-097,sub-009,FPRT,0.2809407737031869
El espejo,sub-097,sub-041,FPRT,0.3671151559699078
El espejo,sub-097,sub-024,FPRT,0.21039147647694553
El espejo,sub-097,sub-016,FPRT,0.2074931680401055
El espejo,sub-097,sub-112,FPRT,0.36708566834347106
El espejo,sub-097,sub-058,FPRT,0.3786268940779697
El espejo,sub-097,sub-018,FPRT,0.22890380993893644
El espejo,sub-097,sub-048,FPRT,0.2695668800008176
El espejo,sub-097,sub-087,FPRT,0.3807116560658387
El espejo,sub-097,sub-091,FPRT,0.40307440168764036
El espejo,sub-097,sub-083,FPRT,0.4500920808618344
El espejo,sub-097,sub-065,FPRT,0.392985405834916
El espejo,sub-097,sub-077,FPRT,0.17975478223916602
El espejo,sub-097,sub-039,FPRT,0.330519236631889
El espejo,sub-097,sub-053,FPRT,0.2303137775349854
El espejo,sub-097,sub-075,FPRT,0.25507577037114193
El espejo,sub-097,sub-060,FPRT,0.367965644558189
El espejo,sub-097,sub-103,FPRT,0.36105700131772284
El espejo,sub-097,sub-105,FPRT,0.2301278777873561
El espejo,sub-097,sub-064,FPRT,0.18906791581548948
El espejo,sub-097,sub-010,FPRT,0.09191308569982608
El espejo,sub-097,sub-034,FPRT,0.33692718152227064
El espejo,sub-097,sub-002,FPRT,0.2875221298514353
El espejo,sub-097,sub-085,FPRT,0.3224797466249198
El espejo,sub-097,sub-021,FPRT,0.2654439047951226
El espejo,sub-097,sub-096,FPRT,0.4060564193086888
El espejo,sub-097,sub-027,FPRT,0.3311256048551613
El espejo,sub-097,sub-006,FPRT,0.36892312151937884
El espejo,sub-097,sub-066,FPRT,0.39443538140223505
El espejo,sub-097,sub-101,FPRT,0.25394403402050714
El espejo,sub-097,sub-042,FPRT,0.40673115432374113
El espejo,sub-097,sub-003,FPRT,0.38772165759571653
El espejo,sub-097,sub-107,FPRT,0.30988593262703623
El espejo,sub-097,sub-098,FPRT,0.3586850069049797
El espejo,sub-097,sub-086,FPRT,0.12215711632987705
El espejo,sub-097,sub-013,FPRT,0.3108158371911451
El espejo,sub-097,sub-068,FPRT,0.36735862009103243
El espejo,sub-079,sub-067,FPRT,0.3231518051554369
El espejo,sub-079,sub-054,FPRT,0.2777522195383932
El espejo,sub-079,sub-078,FPRT,0.31257746021033783
El espejo,sub-079,sub-046,FPRT,0.35677304485720457
El espejo,sub-079,sub-097,FPRT,0.42315930365678034
El espejo,sub-079,sub-079,FPRT,0.9999999999999999
El espejo,sub-079,sub-028,FPRT,0.34253805640232726
El espejo,sub-079,sub-089,FPRT,0.35211285531081243
El espejo,sub-079,sub-109,FPRT,0.510467246136755
El espejo,sub-079,sub-070,FPRT,0.13646459249147005
El espejo,sub-079,sub-111,FPRT,0.2978746027181264
El espejo,sub-079,sub-073,FPRT,0.3132503902295496
El espejo,sub-079,sub-001,FPRT,0.4440585662551706
El espejo,sub-079,sub-095,FPRT,0.5015266932781662
El espejo,sub-079,sub-012,FPRT,0.2108183977883454
El espejo,sub-079,sub-052,FPRT,0.28845091112390386
El espejo,sub-079,sub-094,FPRT,0.3171834928413925
El espejo,sub-079,sub-088,FPRT,0.2024420996204402
El espejo,sub-079,sub-044,FPRT,0.4499965857807354
El espejo,sub-079,sub-009,FPRT,0.3193545052748976
El espejo,sub-079,sub-041,FPRT,0.388416834276712
El espejo,sub-079,sub-024,FPRT,0.18953788855617718
El espejo,sub-079,sub-016,FPRT,0.2531205108807503
El espejo,sub-079,sub-112,FPRT,0.34602987169593835
El espejo,sub-079,sub-058,FPRT,0.4189021457855752
El espejo,sub-079,sub-018,FPRT,0.23930401956599837
El espejo,sub-079,sub-048,FPRT,0.2601278513088056
El espejo,sub-079,sub-087,FPRT,0.3407528524665655
El espejo,sub-079,sub-091,FPRT,0.38933815278428663
El espejo,sub-079,sub-083,FPRT,0.4504057229492405
El espejo,sub-079,sub-065,FPRT,0.38986466128390973
El espejo,sub-079,sub-077,FPRT,0.30854473503809027
El espejo,sub-079,sub-039,FPRT,0.30793170391490404
El espejo,sub-079,sub-053,FPRT,0.25205799760468783
El espejo,sub-079,sub-075,FPRT,0.2729292377215464
El espejo,sub-079,sub-060,FPRT,0.358692999756177
El espejo,sub-079,sub-103,FPRT,0.3843475329846357
El espejo,sub-079,sub-105,FPRT,0.2099693037960252
El espejo,sub-079,sub-064,FPRT,0.26968656294503196
El espejo,sub-079,sub-010,FPRT,0.08466235039291795
El espejo,sub-079,sub-034,FPRT,0.3311503546379994
El espejo,sub-079,sub-002,FPRT,0.33868118566509614
El espejo,sub-079,sub-085,FPRT,0.3273314956526654
El espejo,sub-079,sub-021,FPRT,0.331184219894013
El espejo,sub-079,sub-096,FPRT,0.46248473863241923
El espejo,sub-079,sub-027,FPRT,0.41153004488361633
El espejo,sub-079,sub-006,FPRT,0.3765609785438171
El espejo,sub-079,sub-066,FPRT,0.3355626721946623
El espejo,sub-079,sub-101,FPRT,0.2814850094747724
El espejo,sub-079,sub-042,FPRT,0.42346685170728854
El espejo,sub-079,sub-003,FPRT,0.47590417957070585
El espejo,sub-079,sub-107,FPRT,0.311179808144766
El espejo,sub-079,sub-098,FPRT,0.34092938460013633
El espejo,sub-079,sub-086,FPRT,0.13898102438204474
El espejo,sub-079,sub-013,FPRT,0.29241417710495193
El espejo,sub-079,sub-068,FPRT,0.38525495763500206
El espejo,sub-028,sub-067,FPRT,0.2964335149698931
El espejo,sub-028,sub-054,FPRT,0.3537613780179323
El espejo,sub-028,sub-078,FPRT,0.2750211622881463
El espejo,sub-028,sub-046,FPRT,0.31056111785368545
El espejo,sub-028,sub-097,FPRT,0.3409423296429834
El espejo,sub-028,sub-079,FPRT,0.34253805640232726
El espejo,sub-028,sub-028,FPRT,0.9999999999999998
El espejo,sub-028,sub-089,FPRT,0.3463165668027178
El espejo,sub-028,sub-109,FPRT,0.3801042227673655
El espejo,sub-028,sub-070,FPRT,0.2068255868352409
El espejo,sub-028,sub-111,FPRT,0.21328949331144795
El espejo,sub-028,sub-073,FPRT,0.21678806279648727
El espejo,sub-028,sub-001,FPRT,0.3744539565890377
El espejo,sub-028,sub-095,FPRT,0.4193668834155298
El espejo,sub-028,sub-012,FPRT,0.1469846496010668
El espejo,sub-028,sub-052,FPRT,0.31419810810562776
El espejo,sub-028,sub-094,FPRT,0.27412222057032
El espejo,sub-028,sub-088,FPRT,0.20194464551361685
El espejo,sub-028,sub-044,FPRT,0.3586984396351422
El espejo,sub-028,sub-009,FPRT,0.19252048450821804
El espejo,sub-028,sub-041,FPRT,0.3709052309094723
El espejo,sub-028,sub-024,FPRT,0.1452202916842305
El espejo,sub-028,sub-016,FPRT,0.26413960364870387
El espejo,sub-028,sub-112,FPRT,0.36163562638871116
El espejo,sub-028,sub-058,FPRT,0.3550531797454541
El espejo,sub-028,sub-018,FPRT,0.2718636018986454
El espejo,sub-028,sub-048,FPRT,0.27150299075407863
El espejo,sub-028,sub-087,FPRT,0.29730995333963
El espejo,sub-028,sub-091,FPRT,0.3713448667582626
El espejo,sub-028,sub-083,FPRT,0.39019408738955286
El espejo,sub-028,sub-065,FPRT,0.339148474508971
El espejo,sub-028,sub-077,FPRT,0.17615714682918016
El espejo,sub-028,sub-039,FPRT,0.2583792997998641
El espejo,sub-028,sub-053,FPRT,0.23969055291725944
El espejo,sub-028,sub-075,FPRT,0.25921124930752637
El espejo,sub-028,sub-060,FPRT,0.4143136191508586
El espejo,sub-028,sub-103,FPRT,0.3674717530071652
El espejo,sub-028,sub-105,FPRT,0.2569686113269846
El espejo,sub-028,sub-064,FPRT,0.27688220061154045
El espejo,sub-028,sub-010,FPRT,0.12849755614828418
El espejo,sub-028,sub-034,FPRT,0.3574978191404751
El espejo,sub-028,sub-002,FPRT,0.27745104323313513
El espejo,sub-028,sub-085,FPRT,0.2840400759093371
El espejo,sub-028,sub-021,FPRT,0.24479088938980254
El espejo,sub-028,sub-096,FPRT,0.37136305574391726
El espejo,sub-028,sub-027,FPRT,0.29966629833434083
El espejo,sub-028,sub-006,FPRT,0.3809261035930428
El espejo,sub-028,sub-066,FPRT,0.3568011248839748
El espejo,sub-028,sub-101,FPRT,0.28315624733943684
El espejo,sub-028,sub-042,FPRT,0.3175478948324342
El espejo,sub-028,sub-003,FPRT,0.3902157148439683
El espejo,sub-028,sub-107,FPRT,0.30797166409627513
El espejo,sub-028,sub-098,FPRT,0.33756387447100294
El espejo,sub-028,sub-086,FPRT,0.11279079759428474
El espejo,sub-028,sub-013,FPRT,0.2696284748848792
El espejo,sub-028,sub-068,FPRT,0.32212931713293735
El espejo,sub-089,sub-067,FPRT,0.30551020700099896
El espejo,sub-089,sub-054,FPRT,0.2753756596531464
El espejo,sub-089,sub-078,FPRT,0.33092707563268214
El espejo,sub-089,sub-046,FPRT,0.38832693272255275
El espejo,sub-089,sub-097,FPRT,0.4355880109819355
El espejo,sub-089,sub-079,FPRT,0.3521128553108125
El espejo,sub-089,sub-028,FPRT,0.3463165668027178
El espejo,sub-089,sub-089,FPRT,1.0
El espejo,sub-089,sub-109,FPRT,0.47925469474632
El espejo,sub-089,sub-070,FPRT,0.17526930841179011
El espejo,sub-089,sub-111,FPRT,0.34094000415669684
El espejo,sub-089,sub-073,FPRT,0.29296401348778967
El espejo,sub-089,sub-001,FPRT,0.4435028408530509
El espejo,sub-089,sub-095,FPRT,0.4467985195757726
El espejo,sub-089,sub-012,FPRT,0.1061697506864137
El espejo,sub-089,sub-052,FPRT,0.24249540313157947
El espejo,sub-089,sub-094,FPRT,0.2271969752087724
El espejo,sub-089,sub-088,FPRT,0.123400438007801
El espejo,sub-089,sub-044,FPRT,0.393382439010602
El espejo,sub-089,sub-009,FPRT,0.39052488121980794
El espejo,sub-089,sub-041,FPRT,0.3341505936674394
El espejo,sub-089,sub-024,FPRT,0.11665192330998378
El espejo,sub-089,sub-016,FPRT,0.16549662147591304
El espejo,sub-089,sub-112,FPRT,0.4584970030823681
El espejo,sub-089,sub-058,FPRT,0.3648048747211632
El espejo,sub-089,sub-018,FPRT,0.29941294580346806
El espejo,sub-089,sub-048,FPRT,0.24722592059758958
El espejo,sub-089,sub-087,FPRT,0.3905312098424523
El espejo,sub-089,sub-091,FPRT,0.3583492937569296
El espejo,sub-089,sub-083,FPRT,0.3824504860119736
El espejo,sub-089,sub-065,FPRT,0.3618976226973975
El espejo,sub-089,sub-077,FPRT,0.15775852954717606
El espejo,sub-089,sub-039,FPRT,0.3231678142619803
El espejo,sub-089,sub-053,FPRT,0.22112176157210675
El espejo,sub-089,sub-075,FPRT,0.20592051034859088
El espejo,sub-089,sub-060,FPRT,0.33885100185247513
El espejo,sub-089,sub-103,FPRT,0.40572828096627556
El espejo,sub-089,sub-105,FPRT,0.18073162870595194
El espejo,sub-089,sub-064,FPRT,0.26371964957155175
El espejo,sub-089,sub-010,FPRT,0.03284134672331063
El espejo,sub-089,sub-034,FPRT,0.25844750894739826
El espejo,sub-089,sub-002,FPRT,0.3565514081745447
El espejo,sub-089,sub-085,FPRT,0.3756672214064738
El espejo,sub-089,sub-021,FPRT,0.24596632921762918
El espejo,sub-089,sub-096,FPRT,0.3813483108944458
El espejo,sub-089,sub-027,FPRT,0.29773489190888663
El espejo,sub-089,sub-006,FPRT,0.3707562190097327
El espejo,sub-089,sub-066,FPRT,0.2846473012041084
El espejo,sub-089,sub-101,FPRT,0.21601348183348573
El espejo,sub-089,sub-042,FPRT,0.398342582766425
El espejo,sub-089,sub-003,FPRT,0.3946236452499317
El espejo,sub-089,sub-107,FPRT,0.3109176398021537
El espejo,sub-089,sub-098,FPRT,0.3389818302656808
El espejo,sub-089,sub-086,FPRT,0.16708069762546487
El espejo,sub-089,sub-013,FPRT,0.24095759512121379
El espejo,sub-089,sub-068,FPRT,0.3582992570070919
El espejo,sub-109,sub-067,FPRT,0.34918414284643456
El espejo,sub-109,sub-054,FPRT,0.2894650811961829
El espejo,sub-109,sub-078,FPRT,0.35719679637469137
El espejo,sub-109,sub-046,FPRT,0.3969570748490192
El espejo,sub-109,sub-097,FPRT,0.48849634392119895
El espejo,sub-109,sub-079,FPRT,0.5104672461367549
El espejo,sub-109,sub-028,FPRT,0.38010422276736544
El espejo,sub-109,sub-089,FPRT,0.47925469474632
El espejo,sub-109,sub-109,FPRT,1.0
El espejo,sub-109,sub-070,FPRT,0.2511843210613233
El espejo,sub-109,sub-111,FPRT,0.3523226027738937
El espejo,sub-109,sub-073,FPRT,0.28381401389358407
El espejo,sub-109,sub-001,FPRT,0.5387690655468054
El espejo,sub-109,sub-095,FPRT,0.5136690104617331
El espejo,sub-109,sub-012,FPRT,0.19597533984556773
El espejo,sub-109,sub-052,FPRT,0.34547910802434345
El espejo,sub-109,sub-094,FPRT,0.31328050529038765
El espejo,sub-109,sub-088,FPRT,0.2321434013792728
El espejo,sub-109,sub-044,FPRT,0.5435474822978514
El espejo,sub-109,sub-009,FPRT,0.3466733822120357
El espejo,sub-109,sub-041,FPRT,0.43079664865623246
El espejo,sub-109,sub-024,FPRT,0.14193738828272143
El espejo,sub-109,sub-016,FPRT,0.2776610768670622
El espejo,sub-109,sub-112,FPRT,0.49562381252111104
El espejo,sub-109,sub-058,FPRT,0.4702806113475791
El espejo,sub-109,sub-018,FPRT,0.3194643826812284
El espejo,sub-109,sub-048,FPRT,0.35439621714111785
El espejo,sub-109,sub-087,FPRT,0.41557479653333856
El espejo,sub-109,sub-091,FPRT,0.45552366832836766
El espejo,sub-109,sub-083,FPRT,0.49391400418583664
El espejo,sub-109,sub-065,FPRT,0.480476448299088
El espejo,sub-109,sub-077,FPRT,0.2651551077854408
El espejo,sub-109,sub-039,FPRT,0.39876364733766617
El espejo,sub-109,sub-053,FPRT,0.300742388209538
El espejo,sub-109,sub-075,FPRT,0.29129384414963977
El espejo,sub-109,sub-060,FPRT,0.41331396584435104
El espejo,sub-109,sub-103,FPRT,0.4220618537577448
El espejo,sub-109,sub-105,FPRT,0.30955957447454063
El espejo,sub-109,sub-064,FPRT,0.32249610543470064
El espejo,sub-109,sub-010,FPRT,0.10210109690783746
El espejo,sub-109,sub-034,FPRT,0.38503229079704104
El espejo,sub-109,sub-002,FPRT,0.4135649261366992
El espejo,sub-109,sub-085,FPRT,0.3761926076741144
El espejo,sub-109,sub-021,FPRT,0.3329242960639316
El espejo,sub-109,sub-096,FPRT,0.5114830590383687
El espejo,sub-109,sub-027,FPRT,0.3701646977038958
El espejo,sub-109,sub-006,FPRT,0.4694908944041958
El espejo,sub-109,sub-066,FPRT,0.3795223722399059
El espejo,sub-109,sub-101,FPRT,0.2902602733307872
El espejo,sub-109,sub-042,FPRT,0.42185026638505635
El espejo,sub-109,sub-003,FPRT,0.5603182639584097
El espejo,sub-109,sub-107,FPRT,0.3634258276504563
El espejo,sub-109,sub-098,FPRT,0.4189459777847034
El espejo,sub-109,sub-086,FPRT,0.14460186506681666
El espejo,sub-109,sub-013,FPRT,0.37898193304141975
El espejo,sub-109,sub-068,FPRT,0.45543575470172404
El espejo,sub-070,sub-067,FPRT,0.19903054542071166
El espejo,sub-070,sub-054,FPRT,0.20713895091407752
El espejo,sub-070,sub-078,FPRT,0.21999716115121146
El espejo,sub-070,sub-046,FPRT,0.175780693311782
El espejo,sub-070,sub-097,FPRT,0.1809624447392859
El espejo,sub-070,sub-079,FPRT,0.13646459249147005
El espejo,sub-070,sub-028,FPRT,0.20682558683524088
El espejo,sub-070,sub-089,FPRT,0.17526930841179011
El espejo,sub-070,sub-109,FPRT,0.2511843210613233
El espejo,sub-070,sub-070,FPRT,1.0
El espejo,sub-070,sub-111,FPRT,0.15967035508388647
El espejo,sub-070,sub-073,FPRT,0.18668150620386476
El espejo,sub-070,sub-001,FPRT,0.19372516663502654
El espejo,sub-070,sub-095,FPRT,0.21310716122607123
El espejo,sub-070,sub-012,FPRT,0.045293411323314034
El espejo,sub-070,sub-052,FPRT,0.24415385801809672
El espejo,sub-070,sub-094,FPRT,0.25915678162827355
El espejo,sub-070,sub-088,FPRT,0.02543174928921788
El espejo,sub-070,sub-044,FPRT,0.2157590923778181
El espejo,sub-070,sub-009,FPRT,0.0842191569056238
El espejo,sub-070,sub-041,FPRT,0.2147361619988366
El espejo,sub-070,sub-024,FPRT,0.18462746285714798
El espejo,sub-070,sub-016,FPRT,0.19868985416406373
El espejo,sub-070,sub-112,FPRT,0.1887807415655587
El espejo,sub-070,sub-058,FPRT,0.1901477870636869
El espejo,sub-070,sub-018,FPRT,0.15733939104499692
El espejo,sub-070,sub-048,FPRT,0.14866627261653292
El espejo,sub-070,sub-087,FPRT,0.23493899673241597
El espejo,sub-070,sub-091,FPRT,0.18786007856689804
El espejo,sub-070,sub-083,FPRT,0.19691639842895634
El espejo,sub-070,sub-065,FPRT,0.2173587815811913
El espejo,sub-070,sub-077,FPRT,0.11888055057149789
El espejo,sub-070,sub-039,FPRT,0.09220950334389105
El espejo,sub-070,sub-053,FPRT,0.23093230068648593
El espejo,sub-070,sub-075,FPRT,0.228101161497335
El espejo,sub-070,sub-060,FPRT,0.17008370938184986
El espejo,sub-070,sub-103,FPRT,0.20110635973743612
El espejo,sub-070,sub-105,FPRT,0.15287577942130706
El espejo,sub-070,sub-064,FPRT,0.17821694265099072
El espejo,sub-070,sub-010,FPRT,0.17402756807143674
El espejo,sub-070,sub-034,FPRT,0.27506307769374033
El espejo,sub-070,sub-002,FPRT,0.12021848800049584
El espejo,sub-070,sub-085,FPRT,0.11237521076985366
El espejo,sub-070,sub-021,FPRT,0.1367428464968595
El espejo,sub-070,sub-096,FPRT,0.20656455797200274
El espejo,sub-070,sub-027,FPRT,0.09581267199990365
El espejo,sub-070,sub-006,FPRT,0.13717620469407274
El espejo,sub-070,sub-066,FPRT,0.17428999822354238
El espejo,sub-070,sub-101,FPRT,0.23433615668279692
El espejo,sub-070,sub-042,FPRT,0.13946264103869715
El espejo,sub-070,sub-003,FPRT,0.16197010288404684
El espejo,sub-070,sub-107,FPRT,0.12035066691382935
El espejo,sub-070,sub-098,FPRT,0.17304234107925068
El espejo,sub-070,sub-086,FPRT,0.23639770834147486
El espejo,sub-070,sub-013,FPRT,0.2122371618417325
El espejo,sub-070,sub-068,FPRT,0.3039590891944872
El espejo,sub-111,sub-067,FPRT,0.24303372288119932
El espejo,sub-111,sub-054,FPRT,0.172217348531679
El espejo,sub-111,sub-078,FPRT,0.30149636317278455
El espejo,sub-111,sub-046,FPRT,0.28396904630940706
El espejo,sub-111,sub-097,FPRT,0.31694020381489235
El espejo,sub-111,sub-079,FPRT,0.2978746027181264
El espejo,sub-111,sub-028,FPRT,0.21328949331144795
El espejo,sub-111,sub-089,FPRT,0.34094000415669684
El espejo,sub-111,sub-109,FPRT,0.3523226027738937
El espejo,sub-111,sub-070,FPRT,0.15967035508388647
El espejo,sub-111,sub-111,FPRT,1.0
El espejo,sub-111,sub-073,FPRT,0.272613473106329
El espejo,sub-111,sub-001,FPRT,0.4011104419766252
El espejo,sub-111,sub-095,FPRT,0.3376103683111911
El espejo,sub-111,sub-012,FPRT,0.08312579116285716
El espejo,sub-111,sub-052,FPRT,0.298961505341845
El espejo,sub-111,sub-094,FPRT,0.174177394646783
El espejo,sub-111,sub-088,FPRT,0.06471237081857786
El espejo,sub-111,sub-044,FPRT,0.3002437352864887
El espejo,sub-111,sub-009,FPRT,0.254013948762794
El espejo,sub-111,sub-041,FPRT,0.3507470158597445
