subject_1,subject_2,measure,correlation
sub-044,sub-075,FPRT,0.21727566983917074
sub-044,sub-060,FPRT,0.41639457611710046
sub-044,sub-103,FPRT,0.3806370295829764
sub-044,sub-105,FPRT,0.2595766167148446
sub-044,sub-064,FPRT,0.2772417726463582
sub-044,sub-010,FPRT,0.10331249917876056
sub-044,sub-034,FPRT,0.2784329022447324
sub-044,sub-002,FPRT,0.3391034459456382
sub-044,sub-085,FPRT,0.36543924230316366
sub-044,sub-021,FPRT,0.39395920724778494
sub-044,sub-096,FPRT,0.4370609377069799
sub-044,sub-027,FPRT,0.40465572934873256
sub-044,sub-006,FPRT,0.442165836261346
sub-044,sub-066,FPRT,0.3589152889303824
sub-044,sub-101,FPRT,0.28236945251081474
sub-044,sub-042,FPRT,0.5034515001931413
sub-044,sub-003,FPRT,0.4894674726684315
sub-044,sub-107,FPRT,0.2987617036291653
sub-044,sub-098,FPRT,0.28211416402844375
sub-044,sub-086,FPRT,0.0897165304395725
sub-044,sub-013,FPRT,0.2816159077273703
sub-044,sub-068,FPRT,0.42199836120663037
sub-009,sub-041,FPRT,0.2564644637258894
sub-009,sub-024,FPRT,0.07013993328339926
sub-009,sub-016,FPRT,0.22368326069760125
sub-009,sub-112,FPRT,0.3964538134059464
sub-009,sub-058,FPRT,0.3148837275071763
sub-009,sub-018,FPRT,0.16741003626297438
sub-009,sub-048,FPRT,0.22424322674830074
sub-009,sub-087,FPRT,0.3007977002642026
sub-009,sub-091,FPRT,0.31231764739373885
sub-009,sub-083,FPRT,0.3117638149273576
sub-009,sub-065,FPRT,0.26692071175868454
sub-009,sub-077,FPRT,0.1621004447938795
sub-009,sub-039,FPRT,0.33531939088422114
sub-009,sub-053,FPRT,0.15973426003619526
sub-009,sub-075,FPRT,0.18718076010064588
sub-009,sub-060,FPRT,0.2971332294400621
sub-009,sub-103,FPRT,0.26106037016491673
sub-009,sub-105,FPRT,0.07075485625311805
sub-009,sub-064,FPRT,0.1983575250495902
sub-009,sub-010,FPRT,0.12149005075547098
sub-009,sub-034,FPRT,0.19441586297274757
sub-009,sub-002,FPRT,0.23500002253379293
sub-009,sub-085,FPRT,0.39975525997496975
sub-009,sub-021,FPRT,0.2512783088886659
sub-009,sub-096,FPRT,0.26052665307982537
sub-009,sub-027,FPRT,0.2930121342025045
sub-009,sub-006,FPRT,0.3930711413603209
sub-009,sub-066,FPRT,0.31070477706625665
sub-009,sub-101,FPRT,0.16359491955820848
sub-009,sub-042,FPRT,0.3815506114116091
sub-009,sub-003,FPRT,0.3595187042534956
sub-009,sub-107,FPRT,0.2755320062446228
sub-009,sub-098,FPRT,0.19603711596872841
sub-009,sub-086,FPRT,0.09004858036400658
sub-009,sub-013,FPRT,0.20283053884815722
sub-009,sub-068,FPRT,0.20451305311882315
sub-041,sub-024,FPRT,0.17554331210668078
sub-041,sub-016,FPRT,0.21814932385684577
sub-041,sub-112,FPRT,0.38922465652332355
sub-041,sub-058,FPRT,0.359551999604268
sub-041,sub-018,FPRT,0.3462558327640532
sub-041,sub-048,FPRT,0.3901330645008349
sub-041,sub-087,FPRT,0.3238733572474187
sub-041,sub-091,FPRT,0.35104539092688036
sub-041,sub-083,FPRT,0.3996273501286814
sub-041,sub-065,FPRT,0.34420816893683204
sub-041,sub-077,FPRT,0.15244874973683917
sub-041,sub-039,FPRT,0.29714702082365607
sub-041,sub-053,FPRT,0.261033068039456
sub-041,sub-075,FPRT,0.3242665476967755
sub-041,sub-060,FPRT,0.33229469353648855
sub-041,sub-103,FPRT,0.33246221970465567
sub-041,sub-105,FPRT,0.258541605361926
sub-041,sub-064,FPRT,0.29560101304321557
sub-041,sub-010,FPRT,0.12911969543275645
sub-041,sub-034,FPRT,0.34798845713045845
sub-041,sub-002,FPRT,0.3089213206698365
sub-041,sub-085,FPRT,0.2953580304410431
sub-041,sub-021,FPRT,0.21501994827058876
sub-041,sub-096,FPRT,0.39906758594025676
sub-041,sub-027,FPRT,0.26920819480287456
sub-041,sub-006,FPRT,0.3626623479588621
sub-041,sub-066,FPRT,0.38979050365716855
sub-041,sub-101,FPRT,0.2723464878531357
sub-041,sub-042,FPRT,0.2818830763392565
sub-041,sub-003,FPRT,0.4028445515610122
sub-041,sub-107,FPRT,0.22657134615850136
sub-041,sub-098,FPRT,0.3692589090810372
sub-041,sub-086,FPRT,0.19063475697363166
sub-041,sub-013,FPRT,0.35289191659463304
sub-041,sub-068,FPRT,0.3909179910130648
sub-024,sub-016,FPRT,0.1645638755174531
sub-024,sub-112,FPRT,0.09895693775938609
sub-024,sub-058,FPRT,0.13980680971991905
sub-024,sub-018,FPRT,0.12672812205552642
sub-024,sub-048,FPRT,0.2386630465048536
sub-024,sub-087,FPRT,0.14169681227046535
sub-024,sub-091,FPRT,0.10148462458345861
sub-024,sub-083,FPRT,0.1618997827618577
sub-024,sub-065,FPRT,0.11991462332507492
sub-024,sub-077,FPRT,0.09620947645754244
sub-024,sub-039,FPRT,0.04644416839095065
sub-024,sub-053,FPRT,0.16568564619370538
sub-024,sub-075,FPRT,0.2333960251268201
sub-024,sub-060,FPRT,0.06524711739800876
sub-024,sub-103,FPRT,0.17053694408008463
sub-024,sub-105,FPRT,0.1705992506678035
sub-024,sub-064,FPRT,0.18757455943135842
sub-024,sub-010,FPRT,0.13631215109465677
sub-024,sub-034,FPRT,0.27574972277473003
sub-024,sub-002,FPRT,0.14975217108303085
sub-024,sub-085,FPRT,0.19329740039719565
sub-024,sub-021,FPRT,0.010945177171485703
sub-024,sub-096,FPRT,0.1803536206538906
sub-024,sub-027,FPRT,0.11409013339318558
sub-024,sub-006,FPRT,0.11834740229821171
sub-024,sub-066,FPRT,0.19725504892244625
sub-024,sub-101,FPRT,0.2493626042076179
sub-024,sub-042,FPRT,0.08564862313123685
sub-024,sub-003,FPRT,0.1832669979224769
sub-024,sub-107,FPRT,0.13815532681030013
sub-024,sub-098,FPRT,0.21902157608902545
sub-024,sub-086,FPRT,0.11960829787372242
sub-024,sub-013,FPRT,0.24902844127931556
sub-024,sub-068,FPRT,0.1433648955174874
sub-016,sub-112,FPRT,0.20323175703745985
sub-016,sub-058,FPRT,0.2611548319986666
sub-016,sub-018,FPRT,0.18674782062152348
sub-016,sub-048,FPRT,0.2080503255367632
sub-016,sub-087,FPRT,0.21922497633100982
sub-016,sub-091,FPRT,0.2577827292544551
sub-016,sub-083,FPRT,0.26769458102480337
sub-016,sub-065,FPRT,0.23524677972616445
sub-016,sub-077,FPRT,0.15625754089704927
sub-016,sub-039,FPRT,0.14835378556926523
sub-016,sub-053,FPRT,0.2883376512264838
sub-016,sub-075,FPRT,0.1958338099148689
sub-016,sub-060,FPRT,0.1820457035313784
sub-016,sub-103,FPRT,0.2646420702081085
sub-016,sub-105,FPRT,0.17918028504324945
sub-016,sub-064,FPRT,0.2529710742629089
sub-016,sub-010,FPRT,0.1896808266458389
sub-016,sub-034,FPRT,0.3311903456565214
sub-016,sub-002,FPRT,0.19278736513925698
sub-016,sub-085,FPRT,0.19850169037887813
sub-016,sub-021,FPRT,0.18041687495635533
sub-016,sub-096,FPRT,0.2388182488870244
sub-016,sub-027,FPRT,0.19671296701240515
sub-016,sub-006,FPRT,0.17207341557069675
sub-016,sub-066,FPRT,0.1717835420006987
sub-016,sub-101,FPRT,0.2649620073829152
sub-016,sub-042,FPRT,0.24860819907701664
sub-016,sub-003,FPRT,0.2296854686895501
sub-016,sub-107,FPRT,0.16380110826430178
sub-016,sub-098,FPRT,0.2915814643819129
sub-016,sub-086,FPRT,0.18846900088325422
sub-016,sub-013,FPRT,0.19426830266788356
sub-016,sub-068,FPRT,0.31716456155045264
sub-112,sub-058,FPRT,0.3523193369575896
sub-112,sub-018,FPRT,0.2164371775550545
sub-112,sub-048,FPRT,0.2306058976420225
sub-112,sub-087,FPRT,0.40996388736418954
sub-112,sub-091,FPRT,0.3548391732478217
sub-112,sub-083,FPRT,0.3358014849504296
sub-112,sub-065,FPRT,0.36051498091003487
sub-112,sub-077,FPRT,0.22835672925951978
sub-112,sub-039,FPRT,0.3344291712596917
sub-112,sub-053,FPRT,0.18578888030195456
sub-112,sub-075,FPRT,0.2514487100395335
sub-112,sub-060,FPRT,0.34203785396452535
sub-112,sub-103,FPRT,0.3271902445424955
sub-112,sub-105,FPRT,0.1936031135906316
sub-112,sub-064,FPRT,0.2151263608081155
sub-112,sub-010,FPRT,0.03882182186994583
sub-112,sub-034,FPRT,0.22822730908946456
sub-112,sub-002,FPRT,0.31599641786401517
sub-112,sub-085,FPRT,0.38429635151305647
sub-112,sub-021,FPRT,0.24333026515861975
sub-112,sub-096,FPRT,0.38649534704767247
sub-112,sub-027,FPRT,0.2859884685061117
sub-112,sub-006,FPRT,0.3811047814554939
sub-112,sub-066,FPRT,0.26104693484414293
sub-112,sub-101,FPRT,0.17619302312318907
sub-112,sub-042,FPRT,0.4049788355578651
sub-112,sub-003,FPRT,0.4333729726762634
sub-112,sub-107,FPRT,0.3055524418720601
sub-112,sub-098,FPRT,0.2941687590536875
sub-112,sub-086,FPRT,0.12809039393621302
sub-112,sub-013,FPRT,0.30344815968485994
sub-112,sub-068,FPRT,0.3178320117325441
sub-058,sub-018,FPRT,0.26000512424065203
sub-058,sub-048,FPRT,0.26361858353101436
sub-058,sub-087,FPRT,0.34123866557661636
sub-058,sub-091,FPRT,0.3820128054108718
sub-058,sub-083,FPRT,0.3164680802906627
sub-058,sub-065,FPRT,0.30056431670034733
sub-058,sub-077,FPRT,0.18976896663571954
sub-058,sub-039,FPRT,0.2913241803572352
sub-058,sub-053,FPRT,0.23599302249612458
sub-058,sub-075,FPRT,0.20674261843237726
sub-058,sub-060,FPRT,0.34763532999131247
sub-058,sub-103,FPRT,0.30605872255038985
sub-058,sub-105,FPRT,0.21907583237857342
sub-058,sub-064,FPRT,0.20527102278504772
sub-058,sub-010,FPRT,0.04522773046983944
sub-058,sub-034,FPRT,0.3261007155577403
sub-058,sub-002,FPRT,0.3202458796703881
sub-058,sub-085,FPRT,0.3034003141196497
sub-058,sub-021,FPRT,0.22924904655311748
sub-058,sub-096,FPRT,0.44187104815393075
sub-058,sub-027,FPRT,0.3147540301910894
sub-058,sub-006,FPRT,0.31678706047347
sub-058,sub-066,FPRT,0.29433629234458253
sub-058,sub-101,FPRT,0.21392456711208346
sub-058,sub-042,FPRT,0.3782982416382027
sub-058,sub-003,FPRT,0.404147792494855
sub-058,sub-107,FPRT,0.26609801642167347
sub-058,sub-098,FPRT,0.3098883322545483
sub-058,sub-086,FPRT,0.15431603736156904
sub-058,sub-013,FPRT,0.20828427217343748
sub-058,sub-068,FPRT,0.33414168870949823
sub-018,sub-048,FPRT,0.3032122651684772
sub-018,sub-087,FPRT,0.23712952455101724
sub-018,sub-091,FPRT,0.32186645873439695
sub-018,sub-083,FPRT,0.24705606155908005
sub-018,sub-065,FPRT,0.25263068012550377
sub-018,sub-077,FPRT,0.14295087852497296
sub-018,sub-039,FPRT,0.1763535067351879
sub-018,sub-053,FPRT,0.24806564039056647
sub-018,sub-075,FPRT,0.29211840972696956
sub-018,sub-060,FPRT,0.20635633613601356
sub-018,sub-103,FPRT,0.30070570550617987
sub-018,sub-105,FPRT,0.21160230812864247
sub-018,sub-064,FPRT,0.198043514158732
sub-018,sub-010,FPRT,0.16590487914050903
sub-018,sub-034,FPRT,0.22950488325794638
sub-018,sub-002,FPRT,0.2409929358003767
sub-018,sub-085,FPRT,0.187460211910893
sub-018,sub-021,FPRT,0.10627931699067987
sub-018,sub-096,FPRT,0.3523981780230805
sub-018,sub-027,FPRT,0.22115626289703785
sub-018,sub-006,FPRT,0.26874444198893593
sub-018,sub-066,FPRT,0.21699173567226837
sub-018,sub-101,FPRT,0.27054424282067013
sub-018,sub-042,FPRT,0.22023141195508728
sub-018,sub-003,FPRT,0.3411861951562104
sub-018,sub-107,FPRT,0.2649163870862025
sub-018,sub-098,FPRT,0.21755193418234806
sub-018,sub-086,FPRT,0.21497473298553574
sub-018,sub-013,FPRT,0.27864000022382707
sub-018,sub-068,FPRT,0.32637608609848096
sub-048,sub-087,FPRT,0.1849398379206785
sub-048,sub-091,FPRT,0.31092066100336696
sub-048,sub-083,FPRT,0.2961767080042409
sub-048,sub-065,FPRT,0.23693850136964426
sub-048,sub-077,FPRT,0.15624664567623908
sub-048,sub-039,FPRT,0.19712513838246923
sub-048,sub-053,FPRT,0.2530708953761384
sub-048,sub-075,FPRT,0.2843538769189104
sub-048,sub-060,FPRT,0.224678084312518
sub-048,sub-103,FPRT,0.2636562415937742
sub-048,sub-105,FPRT,0.23466277572127966
sub-048,sub-064,FPRT,0.3081817070339909
sub-048,sub-010,FPRT,0.11281601558492049
sub-048,sub-034,FPRT,0.33399407640061074
sub-048,sub-002,FPRT,0.2378353328177505
sub-048,sub-085,FPRT,0.2814577241065464
sub-048,sub-021,FPRT,0.1078790216775294
sub-048,sub-096,FPRT,0.34479701527145096
sub-048,sub-027,FPRT,0.14109310897456484
sub-048,sub-006,FPRT,0.250471952565402
sub-048,sub-066,FPRT,0.2737434716632202
sub-048,sub-101,FPRT,0.2659466061848016
sub-048,sub-042,FPRT,0.23077918590512364
sub-048,sub-003,FPRT,0.2703345138510817
sub-048,sub-107,FPRT,0.22992817319398914
sub-048,sub-098,FPRT,0.28138807269329547
sub-048,sub-086,FPRT,0.17817192784615
sub-048,sub-013,FPRT,0.29379853684659785
sub-048,sub-068,FPRT,0.28540090526463713
sub-087,sub-091,FPRT,0.31912697650068444
sub-087,sub-083,FPRT,0.376520254381848
sub-087,sub-065,FPRT,0.35070730699479113
sub-087,sub-077,FPRT,0.14620686935086627
sub-087,sub-039,FPRT,0.21417257091088368
sub-087,sub-053,FPRT,0.22703940587364974
sub-087,sub-075,FPRT,0.2520868345036815
sub-087,sub-060,FPRT,0.3407849040388011
sub-087,sub-103,FPRT,0.2629738718939073
sub-087,sub-105,FPRT,0.1620031606231583
sub-087,sub-064,FPRT,0.27481633920877996
sub-087,sub-010,FPRT,0.12981351220163637
sub-087,sub-034,FPRT,0.269616747187633
sub-087,sub-002,FPRT,0.3367799133828694
sub-087,sub-085,FPRT,0.3731923388074632
sub-087,sub-021,FPRT,0.20800298341542234
sub-087,sub-096,FPRT,0.3441798388565934
sub-087,sub-027,FPRT,0.2918927697025581
sub-087,sub-006,FPRT,0.28776265531430695
sub-087,sub-066,FPRT,0.23803617272074135
sub-087,sub-101,FPRT,0.2571741732973918
sub-087,sub-042,FPRT,0.32733525785788314
sub-087,sub-003,FPRT,0.4206225365158485
sub-087,sub-107,FPRT,0.2779741050960145
sub-087,sub-098,FPRT,0.3100396517427993
sub-087,sub-086,FPRT,0.183204257412478
sub-087,sub-013,FPRT,0.27329103404324734
sub-087,sub-068,FPRT,0.3939339490934536
sub-091,sub-083,FPRT,0.38183986162200984
sub-091,sub-065,FPRT,0.3722108627905483
sub-091,sub-077,FPRT,0.19933347519941458
sub-091,sub-039,FPRT,0.29623687630764023
sub-091,sub-053,FPRT,0.2624501465769734
sub-091,sub-075,FPRT,0.22721070022392448
sub-091,sub-060,FPRT,0.33117878778565774
sub-091,sub-103,FPRT,0.3111540056100519
sub-091,sub-105,FPRT,0.30173519734806653
sub-091,sub-064,FPRT,0.24843064290540567
sub-091,sub-010,FPRT,0.12992575314354438
sub-091,sub-034,FPRT,0.30260714780863657
sub-091,sub-002,FPRT,0.3164639911508302
sub-091,sub-085,FPRT,0.2999692610249944
sub-091,sub-021,FPRT,0.23874534496833139
sub-091,sub-096,FPRT,0.4514889895650253
sub-091,sub-027,FPRT,0.2793524066123962
sub-091,sub-006,FPRT,0.33152271160093477
sub-091,sub-066,FPRT,0.34573148441997503
sub-091,sub-101,FPRT,0.25729504139309617
sub-091,sub-042,FPRT,0.3517627430645564
sub-091,sub-003,FPRT,0.4082570340000436
sub-091,sub-107,FPRT,0.34910038563264845
sub-091,sub-098,FPRT,0.35806746608522744
sub-091,sub-086,FPRT,0.13269025085839461
sub-091,sub-013,FPRT,0.26985130054924367
sub-091,sub-068,FPRT,0.3977206105554127
sub-083,sub-065,FPRT,0.3995631034749686
sub-083,sub-077,FPRT,0.22420065385244292
sub-083,sub-039,FPRT,0.2997711022014733
sub-083,sub-053,FPRT,0.2358150397450269
sub-083,sub-075,FPRT,0.26258065485475546
sub-083,sub-060,FPRT,0.3676082866439501
sub-083,sub-103,FPRT,0.37206689598500853
sub-083,sub-105,FPRT,0.2177000844515118
sub-083,sub-064,FPRT,0.29803958560258753
sub-083,sub-010,FPRT,0.051017878934625616
sub-083,sub-034,FPRT,0.30940879300787094
sub-083,sub-002,FPRT,0.31819273723347474
sub-083,sub-085,FPRT,0.2923998826945705
sub-083,sub-021,FPRT,0.2613476143616853
sub-083,sub-096,FPRT,0.45110080775852296
sub-083,sub-027,FPRT,0.2997632880604943
sub-083,sub-006,FPRT,0.3456827365982106
sub-083,sub-066,FPRT,0.3716265431312837
sub-083,sub-101,FPRT,0.24775507922567452
sub-083,sub-042,FPRT,0.3123034333814473
sub-083,sub-003,FPRT,0.44186690667156253
sub-083,sub-107,FPRT,0.3194248623908544
sub-083,sub-098,FPRT,0.3924276394888076
sub-083,sub-086,FPRT,0.11296397977551391
sub-083,sub-013,FPRT,0.29691458271035187
sub-083,sub-068,FPRT,0.4188615808746875
sub-065,sub-077,FPRT,0.21589173696946878
sub-065,sub-039,FPRT,0.3468774765354818
sub-065,sub-053,FPRT,0.2598731473100369
sub-065,sub-075,FPRT,0.24676237429963266
sub-065,sub-060,FPRT,0.36352073565098475
sub-065,sub-103,FPRT,0.3763854742570274
sub-065,sub-105,FPRT,0.16067934565150238
sub-065,sub-064,FPRT,0.23531974062521968
sub-065,sub-010,FPRT,0.10493770289931674
sub-065,sub-034,FPRT,0.27748198765114185
sub-065,sub-002,FPRT,0.37883428917637724
sub-065,sub-085,FPRT,0.29854133920843356
sub-065,sub-021,FPRT,0.2768846735546348
sub-065,sub-096,FPRT,0.43683181523585446
sub-065,sub-027,FPRT,0.3733824377279732
sub-065,sub-006,FPRT,0.37403566330806837
sub-065,sub-066,FPRT,0.2872420949348067
sub-065,sub-101,FPRT,0.2743120432600132
sub-065,sub-042,FPRT,0.3693757109766919
sub-065,sub-003,FPRT,0.41470194791810777
sub-065,sub-107,FPRT,0.29609161593481975
sub-065,sub-098,FPRT,0.32273168329295293
sub-065,sub-086,FPRT,0.13452212703681227
sub-065,sub-013,FPRT,0.25965608519850725
sub-065,sub-068,FPRT,0.39074112986505033
sub-077,sub-039,FPRT,0.13970985976139308
sub-077,sub-053,FPRT,0.10037541452367493
sub-077,sub-075,FPRT,0.15828561461914867
sub-077,sub-060,FPRT,0.21055277168374845
sub-077,sub-103,FPRT,0.15046899018024243
sub-077,sub-105,FPRT,0.1937619943104826
sub-077,sub-064,FPRT,0.0961537893486395
sub-077,sub-010,FPRT,0.02163916031159772
sub-077,sub-034,FPRT,0.2007905403446665
sub-077,sub-002,FPRT,0.11011898554334933
sub-077,sub-085,FPRT,0.15596101237066784
sub-077,sub-021,FPRT,0.17253163284041237
sub-077,sub-096,FPRT,0.2601375701808388
sub-077,sub-027,FPRT,0.2137157243952769
sub-077,sub-006,FPRT,0.21350449251478212
sub-077,sub-066,FPRT,0.17472780927044795
sub-077,sub-101,FPRT,0.16023244695039493
sub-077,sub-042,FPRT,0.2187461131362154
sub-077,sub-003,FPRT,0.25131645803764663
sub-077,sub-107,FPRT,0.19499182094497972
sub-077,sub-098,FPRT,0.1747819339388936
sub-077,sub-086,FPRT,0.08311572528192479
sub-077,sub-013,FPRT,0.1638396744558986
sub-077,sub-068,FPRT,0.16243273537683792
sub-039,sub-053,FPRT,0.10965269982812818
sub-039,sub-075,FPRT,0.10350053412556963
sub-039,sub-060,FPRT,0.2652366816451077
sub-039,sub-103,FPRT,0.32146122867133353
sub-039,sub-105,FPRT,0.14588026893929074
sub-039,sub-064,FPRT,0.17646060418631485
sub-039,sub-010,FPRT,0.029576266808313226
sub-039,sub-034,FPRT,0.1782974301730941
sub-039,sub-002,FPRT,0.3035018509866855
sub-039,sub-085,FPRT,0.3099894884580491
sub-039,sub-021,FPRT,0.43258143013306033
sub-039,sub-096,FPRT,0.388504415744562
sub-039,sub-027,FPRT,0.35657864022309316
sub-039,sub-006,FPRT,0.33669024167668915
sub-039,sub-066,FPRT,0.2627019659027725
sub-039,sub-101,FPRT,0.11749302791314982
sub-039,sub-042,FPRT,0.4190956706487827
sub-039,sub-003,FPRT,0.36528415045661766
sub-039,sub-107,FPRT,0.3065618081246248
sub-039,sub-098,FPRT,0.20776315289072864
sub-039,sub-086,FPRT,0.05353994924633211
sub-039,sub-013,FPRT,0.12063856708199103
sub-039,sub-068,FPRT,0.2716945783087251
sub-053,sub-075,FPRT,0.27470481243056916
sub-053,sub-060,FPRT,0.267201582238817
sub-053,sub-103,FPRT,0.29981090720041037
sub-053,sub-105,FPRT,0.2836861811938402
sub-053,sub-064,FPRT,0.3203883436996765
sub-053,sub-010,FPRT,0.27714978139247254
sub-053,sub-034,FPRT,0.3091574875315866
sub-053,sub-002,FPRT,0.1731098174690431
sub-053,sub-085,FPRT,0.14097918331556036
sub-053,sub-021,FPRT,0.12711374160970992
sub-053,sub-096,FPRT,0.29085119178854224
sub-053,sub-027,FPRT,0.1752422707038811
sub-053,sub-006,FPRT,0.20112256703446174
sub-053,sub-066,FPRT,0.20122954687681321
sub-053,sub-101,FPRT,0.31523302447228796
sub-053,sub-042,FPRT,0.18936967888255438
sub-053,sub-003,FPRT,0.28808659192710584
sub-053,sub-107,FPRT,0.2305172411921932
sub-053,sub-098,FPRT,0.35537737194368035
sub-053,sub-086,FPRT,0.23604282301561016
sub-053,sub-013,FPRT,0.2960452644536705
sub-053,sub-068,FPRT,0.314728575876893
sub-075,sub-060,FPRT,0.3051843959193662
sub-075,sub-103,FPRT,0.2809279593039674
sub-075,sub-105,FPRT,0.16454080657923287
sub-075,sub-064,FPRT,0.28680456049823494
sub-075,sub-010,FPRT,0.18376237023165465
sub-075,sub-034,FPRT,0.35250417911426535
sub-075,sub-002,FPRT,0.1511287496972955
sub-075,sub-085,FPRT,0.21865750876348
sub-075,sub-021,FPRT,0.0649492661188283
sub-075,sub-096,FPRT,0.2972369816507098
sub-075,sub-027,FPRT,0.16302159010093642
sub-075,sub-006,FPRT,0.22365747641698006
sub-075,sub-066,FPRT,0.22460204083373103
sub-075,sub-101,FPRT,0.3294922078339801
sub-075,sub-042,FPRT,0.16737175837879512
sub-075,sub-003,FPRT,0.2861573824040928
sub-075,sub-107,FPRT,0.20178920308813253
sub-075,sub-098,FPRT,0.2681668293321308
sub-075,sub-086,FPRT,0.1693857613991481
sub-075,sub-013,FPRT,0.3687321026485606
sub-075,sub-068,FPRT,0.3343628468059585
sub-060,sub-103,FPRT,0.3225377593083094
sub-060,sub-105,FPRT,0.2384284221839213
sub-060,sub-064,FPRT,0.2621405639160533
sub-060,sub-010,FPRT,0.12028451151484924
sub-060,sub-034,FPRT,0.3056448208693932
sub-060,sub-002,FPRT,0.27841800392085747
sub-060,sub-085,FPRT,0.3365040133318629
sub-060,sub-021,FPRT,0.26009638074030705
sub-060,sub-096,FPRT,0.3620859892994403
sub-060,sub-027,FPRT,0.29687618200520627
sub-060,sub-006,FPRT,0.34960295947861175
sub-060,sub-066,FPRT,0.3185127275341016
sub-060,sub-101,FPRT,0.24491891724261075
sub-060,sub-042,FPRT,0.29966261036318664
sub-060,sub-003,FPRT,0.42017749113632813
sub-060,sub-107,FPRT,0.33653130165436496
sub-060,sub-098,FPRT,0.28213011963249757
sub-060,sub-086,FPRT,0.14655369050068598
sub-060,sub-013,FPRT,0.25685805491756486
sub-060,sub-068,FPRT,0.36453462787266017
sub-103,sub-105,FPRT,0.25295278064634535
sub-103,sub-064,FPRT,0.26241284349233934
sub-103,sub-010,FPRT,0.1618001998299652
sub-103,sub-034,FPRT,0.32337534782729904
sub-103,sub-002,FPRT,0.26504236773946027
sub-103,sub-085,FPRT,0.31910587508929494
sub-103,sub-021,FPRT,0.27154922214241745
sub-103,sub-096,FPRT,0.40252825584219104
sub-103,sub-027,FPRT,0.28099977631019746
sub-103,sub-006,FPRT,0.2898542823848974
sub-103,sub-066,FPRT,0.36777043091206063
sub-103,sub-101,FPRT,0.2844196820859636
sub-103,sub-042,FPRT,0.3572759874617062
sub-103,sub-003,FPRT,0.4111927996618046
sub-103,sub-107,FPRT,0.2639560407054322
sub-103,sub-098,FPRT,0.3169867575055281
sub-103,sub-086,FPRT,0.16444436995584702
sub-103,sub-013,FPRT,0.3524623697874273
sub-103,sub-068,FPRT,0.3597527569650987
sub-105,sub-064,FPRT,0.18113844254370348
sub-105,sub-010,FPRT,0.06411510599857087
sub-105,sub-034,FPRT,0.3044871417578595
sub-105,sub-002,FPRT,0.15668642217029366
sub-105,sub-085,FPRT,0.1474929486148868
sub-105,sub-021,FPRT,0.11395486631964838
sub-105,sub-096,FPRT,0.2643421521718947
sub-105,sub-027,FPRT,0.14014439967276857
sub-105,sub-006,FPRT,0.14572275283073186
sub-105,sub-066,FPRT,0.16342454909147502
sub-105,sub-101,FPRT,0.2245760851410943
sub-105,sub-042,FPRT,0.18177994506924586
sub-105,sub-003,FPRT,0.2524099183070007
sub-105,sub-107,FPRT,0.10428623676783626
sub-105,sub-098,FPRT,0.1955687167235614
sub-105,sub-086,FPRT,0.15076583987329376
sub-105,sub-013,FPRT,0.16855660217678403
sub-105,sub-068,FPRT,0.2706095069014604
sub-064,sub-010,FPRT,0.17157964159718414
sub-064,sub-034,FPRT,0.3267445170159028
sub-064,sub-002,FPRT,0.25296241226716076
sub-064,sub-085,FPRT,0.20981175200143434
sub-064,sub-021,FPRT,0.19966004351553826
sub-064,sub-096,FPRT,0.30770207672606725
sub-064,sub-027,FPRT,0.22060750961753453
sub-064,sub-006,FPRT,0.24186498880656104
sub-064,sub-066,FPRT,0.25581029999082544
sub-064,sub-101,FPRT,0.325605808239537
sub-064,sub-042,FPRT,0.2218794314272056
sub-064,sub-003,FPRT,0.2581316967766074
sub-064,sub-107,FPRT,0.19932420724646718
sub-064,sub-098,FPRT,0.3825579729750966
sub-064,sub-086,FPRT,0.20799220361337978
sub-064,sub-013,FPRT,0.30673366767851207
sub-064,sub-068,FPRT,0.2938967426975883
sub-010,sub-034,FPRT,0.2001338365456633
sub-010,sub-002,FPRT,0.031017014557420865
sub-010,sub-085,FPRT,0.11478681028801511
sub-010,sub-021,FPRT,0.051565689139472515
sub-010,sub-096,FPRT,0.16898228736143558
sub-010,sub-027,FPRT,0.07748881284052322
sub-010,sub-006,FPRT,0.08811525459120181
sub-010,sub-066,FPRT,0.0653151092599723
sub-010,sub-101,FPRT,0.16103439438551767
sub-010,sub-042,FPRT,0.06713849619984434
sub-010,sub-003,FPRT,0.11682186173121199
sub-010,sub-107,FPRT,0.06803945504129467
sub-010,sub-098,FPRT,0.10933456176687974
sub-010,sub-086,FPRT,0.21610547206307726
sub-010,sub-013,FPRT,0.2138381682304217
sub-010,sub-068,FPRT,0.12031283927943802
sub-034,sub-002,FPRT,0.25444300624945143
sub-034,sub-085,FPRT,0.25234192034452485
sub-034,sub-021,FPRT,0.1628963328625321
sub-034,sub-096,FPRT,0.38495449054167696
sub-034,sub-027,FPRT,0.18242271705143007
sub-034,sub-006,FPRT,0.23729806450892668
sub-034,sub-066,FPRT,0.28774995763919625
sub-034,sub-101,FPRT,0.38097461728679666
sub-034,sub-042,FPRT,0.2357977734584634
sub-034,sub-003,FPRT,0.3406336103041514
sub-034,sub-107,FPRT,0.25289542128395875
sub-034,sub-098,FPRT,0.35897850761566175
sub-034,sub-086,FPRT,0.20647497477570367
sub-034,sub-013,FPRT,0.3187764035657199
sub-034,sub-068,FPRT,0.3572552901545005
