subject_1,subject_2,measure,correlation
sub-078,sub-021,SFD,-0.016551965563790835
sub-078,sub-096,SFD,0.1439554635318421
sub-078,sub-027,SFD,0.04456344698494151
sub-078,sub-006,SFD,0.08780071290641386
sub-078,sub-066,SFD,0.11148959212971311
sub-078,sub-101,SFD,0.16170226720682826
sub-078,sub-042,SFD,0.10575670994848946
sub-078,sub-003,SFD,0.12725239507378366
sub-078,sub-107,SFD,0.07013884693969394
sub-078,sub-098,SFD,0.09344583208511864
sub-078,sub-086,SFD,0.059890179437117136
sub-078,sub-013,SFD,0.09768293070258835
sub-078,sub-068,SFD,0.22786540882526113
sub-046,sub-097,SFD,0.08192991272654433
sub-046,sub-079,SFD,0.17277716380656352
sub-046,sub-028,SFD,0.1157516983035042
sub-046,sub-089,SFD,0.24247182393157327
sub-046,sub-109,SFD,0.183616420317158
sub-046,sub-070,SFD,0.007481224742318086
sub-046,sub-111,SFD,0.09327415792532029
sub-046,sub-073,SFD,0.1544272880653325
sub-046,sub-001,SFD,0.06350052471573096
sub-046,sub-095,SFD,0.08595870531511672
sub-046,sub-012,SFD,0.04075712839026479
sub-046,sub-052,SFD,0.12521033641599985
sub-046,sub-094,SFD,0.023134430503481858
sub-046,sub-088,SFD,0.051173349695116874
sub-046,sub-044,SFD,0.2509591428901051
sub-046,sub-009,SFD,0.22829387850984414
sub-046,sub-041,SFD,0.1918682498388188
sub-046,sub-024,SFD,-0.0060463620075638805
sub-046,sub-016,SFD,0.023888470735894177
sub-046,sub-112,SFD,0.2550378389149899
sub-046,sub-058,SFD,0.1320252928429849
sub-046,sub-018,SFD,0.03846038184977362
sub-046,sub-048,SFD,0.08189454028182931
sub-046,sub-087,SFD,0.18984909630185612
sub-046,sub-091,SFD,0.20620262972668915
sub-046,sub-083,SFD,0.14425123656610866
sub-046,sub-065,SFD,0.11446083002439844
sub-046,sub-077,SFD,0.029245286881908104
sub-046,sub-039,SFD,0.1236173600982894
sub-046,sub-053,SFD,-0.03222347743762091
sub-046,sub-075,SFD,0.11499034945676165
sub-046,sub-060,SFD,0.13034453391964546
sub-046,sub-103,SFD,0.05508072434422865
sub-046,sub-105,SFD,-0.0024529662209475753
sub-046,sub-064,SFD,0.08239914073142693
sub-046,sub-010,SFD,0.0349623101257754
sub-046,sub-034,SFD,0.08488903501282494
sub-046,sub-002,SFD,0.10275166491817732
sub-046,sub-085,SFD,0.23980460026753694
sub-046,sub-021,SFD,0.11073059793289418
sub-046,sub-096,SFD,0.11520742865225006
sub-046,sub-027,SFD,0.061320752703614256
sub-046,sub-006,SFD,0.16838140879701277
sub-046,sub-066,SFD,0.13247379729937406
sub-046,sub-101,SFD,0.04293239197433877
sub-046,sub-042,SFD,0.19458440827338833
sub-046,sub-003,SFD,0.18372670033372637
sub-046,sub-107,SFD,0.20668735340518024
sub-046,sub-098,SFD,0.07735372198039765
sub-046,sub-086,SFD,-0.0201937111990565
sub-046,sub-013,SFD,0.078229172625317
sub-046,sub-068,SFD,0.15288821497116098
sub-097,sub-079,SFD,0.12887283289999793
sub-097,sub-028,SFD,0.13719289789022573
sub-097,sub-089,SFD,0.20974137837139142
sub-097,sub-109,SFD,0.16030100874514935
sub-097,sub-070,SFD,-0.004799802357994546
sub-097,sub-111,SFD,0.1461725519808144
sub-097,sub-073,SFD,0.09481468417681621
sub-097,sub-001,SFD,0.07881400533199304
sub-097,sub-095,SFD,0.11786287088567687
sub-097,sub-012,SFD,0.0320925831539029
sub-097,sub-052,SFD,0.13950969710697705
sub-097,sub-094,SFD,0.10673252103684054
sub-097,sub-088,SFD,0.004364340752606479
sub-097,sub-044,SFD,0.1341141399891438
sub-097,sub-009,SFD,0.08610211304112342
sub-097,sub-041,SFD,0.10283962630132328
sub-097,sub-024,SFD,0.012674514745653644
sub-097,sub-016,SFD,0.11305525842886824
sub-097,sub-112,SFD,0.1199758168281407
sub-097,sub-058,SFD,0.11855088060269156
sub-097,sub-018,SFD,0.09394172274519244
sub-097,sub-048,SFD,0.09383912034680905
sub-097,sub-087,SFD,0.03176494768230158
sub-097,sub-091,SFD,0.11624047862118395
sub-097,sub-083,SFD,0.13782567617171929
sub-097,sub-065,SFD,0.11890967421540602
sub-097,sub-077,SFD,0.07396919460222551
sub-097,sub-039,SFD,0.07956643323276834
sub-097,sub-053,SFD,-0.009924697123047591
sub-097,sub-075,SFD,0.03632802516774546
sub-097,sub-060,SFD,0.08268115999552399
sub-097,sub-103,SFD,0.03328772679937273
sub-097,sub-105,SFD,0.024815797536892656
sub-097,sub-064,SFD,0.03070304888489392
sub-097,sub-010,SFD,-0.024189529238751038
sub-097,sub-034,SFD,0.07921159485163735
sub-097,sub-002,SFD,0.08484635082989045
sub-097,sub-085,SFD,0.13220724225444275
sub-097,sub-021,SFD,0.0825105265184464
sub-097,sub-096,SFD,0.1013429355491156
sub-097,sub-027,SFD,0.030057956289505482
sub-097,sub-006,SFD,0.1136396336232111
sub-097,sub-066,SFD,0.18567569693723865
sub-097,sub-101,SFD,0.08585558735349433
sub-097,sub-042,SFD,0.22280631841101547
sub-097,sub-003,SFD,0.0950274322898572
sub-097,sub-107,SFD,0.1022925951277421
sub-097,sub-098,SFD,0.17492033462669823
sub-097,sub-086,SFD,0.04481631533441253
sub-097,sub-013,SFD,0.0841194212812455
sub-097,sub-068,SFD,0.18293078707243904
sub-079,sub-028,SFD,0.08219162678335022
sub-079,sub-089,SFD,0.16159047747645527
sub-079,sub-109,SFD,0.20606508104230156
sub-079,sub-070,SFD,0.015972629968936863
sub-079,sub-111,SFD,0.12993057976928246
sub-079,sub-073,SFD,0.06361533615809067
sub-079,sub-001,SFD,0.028648778040869304
sub-079,sub-095,SFD,0.10267931488881422
sub-079,sub-012,SFD,0.021200557071921217
sub-079,sub-052,SFD,0.06857525737743825
sub-079,sub-094,SFD,0.06884227926248285
sub-079,sub-088,SFD,0.08250191656772894
sub-079,sub-044,SFD,0.16264280543528095
sub-079,sub-009,SFD,0.2095179719124515
sub-079,sub-041,SFD,0.15059790560226974
sub-079,sub-024,SFD,-0.02115404990257124
sub-079,sub-016,SFD,0.10398085359970961
sub-079,sub-112,SFD,0.18343892828354094
sub-079,sub-058,SFD,0.23131416994085088
sub-079,sub-018,SFD,0.06157415196704909
sub-079,sub-048,SFD,0.07479147116518643
sub-079,sub-087,SFD,0.12344617687041948
sub-079,sub-091,SFD,0.15340175325330782
sub-079,sub-083,SFD,0.19706678875252642
sub-079,sub-065,SFD,0.1679459935963523
sub-079,sub-077,SFD,0.18172946556162245
sub-079,sub-039,SFD,0.11826269995248519
sub-079,sub-053,SFD,0.021175841310003322
sub-079,sub-075,SFD,0.054317675495527996
sub-079,sub-060,SFD,0.17054127838366423
sub-079,sub-103,SFD,0.12086644161694553
sub-079,sub-105,SFD,0.08266520140010085
sub-079,sub-064,SFD,0.0602288518860971
sub-079,sub-010,SFD,-0.016321126248315714
sub-079,sub-034,SFD,0.06748696474216494
sub-079,sub-002,SFD,0.1511136604234459
sub-079,sub-085,SFD,0.1481954342470618
sub-079,sub-021,SFD,0.13047122621713425
sub-079,sub-096,SFD,0.15088254335945867
sub-079,sub-027,SFD,0.16714063571530474
sub-079,sub-006,SFD,0.16828024755721974
sub-079,sub-066,SFD,0.1013360746417416
sub-079,sub-101,SFD,0.02027200264770999
sub-079,sub-042,SFD,0.18968455868883913
sub-079,sub-003,SFD,0.12306607717278284
sub-079,sub-107,SFD,0.14782562522930656
sub-079,sub-098,SFD,0.08828871554694805
sub-079,sub-086,SFD,0.05679540354649397
sub-079,sub-013,SFD,0.09123079808644635
sub-079,sub-068,SFD,0.20058144605698783
sub-028,sub-089,SFD,0.18854444049762645
sub-028,sub-109,SFD,0.15418246518740417
sub-028,sub-070,SFD,0.12634756783014417
sub-028,sub-111,SFD,0.036490480042629385
sub-028,sub-073,SFD,0.07775041181165154
sub-028,sub-001,SFD,0.10729904236754699
sub-028,sub-095,SFD,0.09652287449953274
sub-028,sub-012,SFD,0.02370210578664911
sub-028,sub-052,SFD,0.15838218529336323
sub-028,sub-094,SFD,0.09398186842065266
sub-028,sub-088,SFD,0.10259893920718281
sub-028,sub-044,SFD,0.17206405141299944
sub-028,sub-009,SFD,0.05135030439889606
sub-028,sub-041,SFD,0.12233326166308195
sub-028,sub-024,SFD,0.059588350072051786
sub-028,sub-016,SFD,0.14192413125156877
sub-028,sub-112,SFD,0.19837878000414239
sub-028,sub-058,SFD,0.11769609629921542
sub-028,sub-018,SFD,0.09215327335192343
sub-028,sub-048,SFD,0.08745870388671903
sub-028,sub-087,SFD,0.05369638240655134
sub-028,sub-091,SFD,0.1522137783090149
sub-028,sub-083,SFD,0.12880304677101428
sub-028,sub-065,SFD,0.10092960570442583
sub-028,sub-077,SFD,0.056838629415245964
sub-028,sub-039,SFD,0.07624586260940919
sub-028,sub-053,SFD,0.0222894433587193
sub-028,sub-075,SFD,0.061140622059902304
sub-028,sub-060,SFD,0.19224027864156557
sub-028,sub-103,SFD,0.09292251422494104
sub-028,sub-105,SFD,0.023619902891029446
sub-028,sub-064,SFD,0.08357412868787105
sub-028,sub-010,SFD,0.04027778266975046
sub-028,sub-034,SFD,0.11608388789469748
sub-028,sub-002,SFD,0.04895122281064594
sub-028,sub-085,SFD,0.11125494822474238
sub-028,sub-021,SFD,0.17094435435552205
sub-028,sub-096,SFD,0.16370121270109558
sub-028,sub-027,SFD,0.12412713817850059
sub-028,sub-006,SFD,0.16555122334950367
sub-028,sub-066,SFD,0.14397511709239416
sub-028,sub-101,SFD,0.08418511491130928
sub-028,sub-042,SFD,0.15301017746866444
sub-028,sub-003,SFD,0.12057535026521618
sub-028,sub-107,SFD,0.18563342941244765
sub-028,sub-098,SFD,0.13019887040208042
sub-028,sub-086,SFD,0.024457821199985897
sub-028,sub-013,SFD,0.05989510172286742
sub-028,sub-068,SFD,0.08449310811861094
sub-089,sub-109,SFD,0.30634346752324304
sub-089,sub-070,SFD,0.05475019169395684
sub-089,sub-111,SFD,0.21565582145253606
sub-089,sub-073,SFD,0.2264679880422495
sub-089,sub-001,SFD,0.16462634728296088
sub-089,sub-095,SFD,0.10712577203248651
sub-089,sub-012,SFD,0.04983307671456281
sub-089,sub-052,SFD,0.20256347647875317
sub-089,sub-094,SFD,0.08454423323745747
sub-089,sub-088,SFD,0.012399862441134061
sub-089,sub-044,SFD,0.28616919925401946
sub-089,sub-009,SFD,0.3172544090799693
sub-089,sub-041,SFD,0.2566694208604401
sub-089,sub-024,SFD,-0.009114050974547459
sub-089,sub-016,SFD,0.05315248527939092
sub-089,sub-112,SFD,0.3436939745327886
sub-089,sub-058,SFD,0.254445342912354
sub-089,sub-018,SFD,0.18106932451307112
sub-089,sub-048,SFD,0.12029548881817093
sub-089,sub-087,SFD,0.19353389255149672
sub-089,sub-091,SFD,0.289007696345797
sub-089,sub-083,SFD,0.181655435260963
sub-089,sub-065,SFD,0.19644339874387612
sub-089,sub-077,SFD,0.08503239007329522
sub-089,sub-039,SFD,0.18563303556591204
sub-089,sub-053,SFD,-0.011850628530811837
sub-089,sub-075,SFD,0.08978711140727509
sub-089,sub-060,SFD,0.18577232130372173
sub-089,sub-103,SFD,0.206932926889807
sub-089,sub-105,SFD,0.09946645734258869
sub-089,sub-064,SFD,0.09526591701323914
sub-089,sub-010,SFD,0.015239119320507562
sub-089,sub-034,SFD,0.14123746167305984
sub-089,sub-002,SFD,0.20700564610793143
sub-089,sub-085,SFD,0.2406452551628385
sub-089,sub-021,SFD,0.11058310026235943
sub-089,sub-096,SFD,0.266457746540361
sub-089,sub-027,SFD,0.13898909350031569
sub-089,sub-006,SFD,0.24380981933280865
sub-089,sub-066,SFD,0.1913851230046597
sub-089,sub-101,SFD,0.11556992153541623
sub-089,sub-042,SFD,0.2898929262494652
sub-089,sub-003,SFD,0.2098596522853345
sub-089,sub-107,SFD,0.20266783781928466
sub-089,sub-098,SFD,0.20532155754978215
sub-089,sub-086,SFD,0.08473109358486489
sub-089,sub-013,SFD,0.15667151047204245
sub-089,sub-068,SFD,0.2610876683560004
sub-109,sub-070,SFD,0.06455958448514157
sub-109,sub-111,SFD,0.20345788365345086
sub-109,sub-073,SFD,0.14997459303968413
sub-109,sub-001,SFD,0.15203049788580592
sub-109,sub-095,SFD,0.20326513587217962
sub-109,sub-012,SFD,0.06499173816502174
sub-109,sub-052,SFD,0.17623267347503743
sub-109,sub-094,SFD,0.17118455495944745
sub-109,sub-088,SFD,0.06223933188539819
sub-109,sub-044,SFD,0.29975246065069094
sub-109,sub-009,SFD,0.22627907153335988
sub-109,sub-041,SFD,0.2620075350273889
sub-109,sub-024,SFD,-0.023857704074829386
sub-109,sub-016,SFD,0.07100715417162684
sub-109,sub-112,SFD,0.33726593279641365
sub-109,sub-058,SFD,0.33634517045695106
sub-109,sub-018,SFD,0.19231663586137568
sub-109,sub-048,SFD,0.23204015936166092
sub-109,sub-087,SFD,0.18594761060346884
sub-109,sub-091,SFD,0.24525217991510911
sub-109,sub-083,SFD,0.29602819103489975
sub-109,sub-065,SFD,0.27467417215547835
sub-109,sub-077,SFD,0.09295053694208029
sub-109,sub-039,SFD,0.13686892597036393
sub-109,sub-053,SFD,0.01784450936625197
sub-109,sub-075,SFD,0.10645449618964294
sub-109,sub-060,SFD,0.2188159663644401
sub-109,sub-103,SFD,0.17238230840449723
sub-109,sub-105,SFD,0.21519382903593648
sub-109,sub-064,SFD,0.12060929716156232
sub-109,sub-010,SFD,0.05444967738977329
sub-109,sub-034,SFD,0.25161597247067025
sub-109,sub-002,SFD,0.21409160186326243
sub-109,sub-085,SFD,0.1951948243715674
sub-109,sub-021,SFD,0.07991888302714006
sub-109,sub-096,SFD,0.3536644505647224
sub-109,sub-027,SFD,0.18701254202589793
sub-109,sub-006,SFD,0.2507244512852641
sub-109,sub-066,SFD,0.26962718097422983
sub-109,sub-101,SFD,0.05110273971635238
sub-109,sub-042,SFD,0.23494061634665292
sub-109,sub-003,SFD,0.3317022585893789
sub-109,sub-107,SFD,0.17356169572294966
sub-109,sub-098,SFD,0.19589694275904085
sub-109,sub-086,SFD,0.10496883662582797
sub-109,sub-013,SFD,0.17202864410761803
sub-109,sub-068,SFD,0.39969904915522075
sub-070,sub-111,SFD,0.028480703959328994
sub-070,sub-073,SFD,0.06347685559232515
sub-070,sub-001,SFD,0.09696911547039196
sub-070,sub-095,SFD,0.05117348204732625
sub-070,sub-012,SFD,-0.02074790647857038
sub-070,sub-052,SFD,0.007348983272410565
sub-070,sub-094,SFD,0.05734940380380404
sub-070,sub-088,SFD,-0.032180530667946135
sub-070,sub-044,SFD,0.061994425005714456
sub-070,sub-009,SFD,0.04048038189803546
sub-070,sub-041,SFD,-0.0035363391598186287
sub-070,sub-024,SFD,0.09258323817400906
sub-070,sub-016,SFD,0.12465136269843428
sub-070,sub-112,SFD,0.061515167798725644
sub-070,sub-058,SFD,0.07050741148093934
sub-070,sub-018,SFD,0.04370427829825623
sub-070,sub-048,SFD,0.05288295279421509
sub-070,sub-087,SFD,0.06078182918701802
sub-070,sub-091,SFD,-0.009776818156539812
sub-070,sub-083,SFD,0.06843715775635612
sub-070,sub-065,SFD,-0.0015937101837859918
sub-070,sub-077,SFD,0.01383510950567914
sub-070,sub-039,SFD,-0.014275599691784976
sub-070,sub-053,SFD,0.08244780380173668
sub-070,sub-075,SFD,0.1278475783428459
sub-070,sub-060,SFD,-0.0197340196766076
sub-070,sub-103,SFD,0.1037402593046292
sub-070,sub-105,SFD,0.005385173967524735
sub-070,sub-064,SFD,0.044523164925763456
sub-070,sub-010,SFD,-0.011232471175131046
sub-070,sub-034,SFD,0.03827173244585253
sub-070,sub-002,SFD,0.06184111470240412
sub-070,sub-085,SFD,0.029011826437390288
sub-070,sub-021,SFD,0.023348612118457047
sub-070,sub-096,SFD,0.040557796214275965
sub-070,sub-027,SFD,0.021424961398744072
sub-070,sub-006,SFD,-0.0102002159282447
sub-070,sub-066,SFD,-0.007755868039951565
sub-070,sub-101,SFD,0.03260826252832794
sub-070,sub-042,SFD,0.06398904742119547
sub-070,sub-003,SFD,-0.020885714932346918
sub-070,sub-107,SFD,0.029413605551859307
sub-070,sub-098,SFD,0.07538231525477576
sub-070,sub-086,SFD,0.10720405522505173
sub-070,sub-013,SFD,0.12059915655821901
sub-070,sub-068,SFD,0.07181078116277942
sub-111,sub-073,SFD,0.07726427322505088
sub-111,sub-001,SFD,0.13271512848061856
sub-111,sub-095,SFD,0.04979195609487054
sub-111,sub-012,SFD,0.06561734733843268
sub-111,sub-052,SFD,0.17105961615650417
sub-111,sub-094,SFD,0.09540764722522764
sub-111,sub-088,SFD,-0.07220091554614817
sub-111,sub-044,SFD,0.12107868662577753
sub-111,sub-009,SFD,0.15194955003130173
sub-111,sub-041,SFD,0.10995026275966105
sub-111,sub-024,SFD,0.03282728309896351
sub-111,sub-016,SFD,0.024119287129349087
sub-111,sub-112,SFD,0.1173028264397452
sub-111,sub-058,SFD,0.03811902749972898
sub-111,sub-018,SFD,0.19418893763350284
sub-111,sub-048,SFD,0.2340116947250034
sub-111,sub-087,SFD,0.13072086902197627
sub-111,sub-091,SFD,0.14516510279680964
sub-111,sub-083,SFD,0.09980140506445576
sub-111,sub-065,SFD,0.11215365741002603
sub-111,sub-077,SFD,0.0020145705242060855
sub-111,sub-039,SFD,0.13997585174608343
sub-111,sub-053,SFD,0.05930693459522079
sub-111,sub-075,SFD,0.1184741264867082
sub-111,sub-060,SFD,0.11301199694278946
sub-111,sub-103,SFD,0.1638469883271472
sub-111,sub-105,SFD,0.04583404122839357
sub-111,sub-064,SFD,0.06960300625407588
sub-111,sub-010,SFD,0.10188095008747804
sub-111,sub-034,SFD,0.05179294295856885
sub-111,sub-002,SFD,0.1177524005057055
sub-111,sub-085,SFD,0.16721028817406072
sub-111,sub-021,SFD,0.034478696125526766
sub-111,sub-096,SFD,0.14007298830055445
sub-111,sub-027,SFD,0.1448983662118752
sub-111,sub-006,SFD,0.08018462156580268
sub-111,sub-066,SFD,0.15326137270041093
sub-111,sub-101,SFD,0.1231189274611999
sub-111,sub-042,SFD,0.18609798615377932
sub-111,sub-003,SFD,0.18608940315348974
sub-111,sub-107,SFD,0.018071973097597317
sub-111,sub-098,SFD,0.10860248413060297
sub-111,sub-086,SFD,0.0942325739747046
sub-111,sub-013,SFD,0.0930118214911372
sub-111,sub-068,SFD,0.21347178207362794
sub-073,sub-001,SFD,0.06388231639631714
sub-073,sub-095,SFD,0.06206854531533013
sub-073,sub-012,SFD,0.026976732052561556
sub-073,sub-052,SFD,0.10376712906547407
sub-073,sub-094,SFD,0.022808052685706442
sub-073,sub-088,SFD,0.010149470529924489
sub-073,sub-044,SFD,0.12542910416590158
sub-073,sub-009,SFD,0.1365227694966264
sub-073,sub-041,SFD,0.16220503467171146
sub-073,sub-024,SFD,0.04746708765576307
sub-073,sub-016,SFD,0.04620115309943711
sub-073,sub-112,SFD,0.12412102330261557
sub-073,sub-058,SFD,0.13166922596276948
sub-073,sub-018,SFD,0.07501508345305921
sub-073,sub-048,SFD,0.07977237561497956
sub-073,sub-087,SFD,0.11421803016250248
sub-073,sub-091,SFD,0.07629066452804643
sub-073,sub-083,SFD,0.09850106630811732
sub-073,sub-065,SFD,0.08700596757990305
sub-073,sub-077,SFD,0.05274426201124742
sub-073,sub-039,SFD,0.019855891871137045
sub-073,sub-053,SFD,-0.06910582800016855
sub-073,sub-075,SFD,0.07473587101245165
sub-073,sub-060,SFD,0.1545994149943712
sub-073,sub-103,SFD,0.058324541921221704
sub-073,sub-105,SFD,0.06428316114754196
sub-073,sub-064,SFD,0.023615489041881446
sub-073,sub-010,SFD,0.03257969760975813
sub-073,sub-034,SFD,0.07685084266687166
sub-073,sub-002,SFD,0.10195146682586666
sub-073,sub-085,SFD,0.12049409439402789
sub-073,sub-021,SFD,-0.0050829577034036755
sub-073,sub-096,SFD,0.10762246337690988
sub-073,sub-027,SFD,0.04313976326838974
sub-073,sub-006,SFD,0.16330134506513608
sub-073,sub-066,SFD,0.22993684581214138
sub-073,sub-101,SFD,0.06558921579427676
sub-073,sub-042,SFD,0.11298248577423671
sub-073,sub-003,SFD,0.04231494164828131
sub-073,sub-107,SFD,0.08088569093211526
sub-073,sub-098,SFD,0.05849095266615149
sub-073,sub-086,SFD,-0.006365411698007056
sub-073,sub-013,SFD,0.12888247421496324
sub-073,sub-068,SFD,0.1654655674485433
sub-001,sub-095,SFD,0.0763610971744537
sub-001,sub-012,SFD,0.029430570246540586
sub-001,sub-052,SFD,0.1503420781484016
sub-001,sub-094,SFD,0.07026902945426215
sub-001,sub-088,SFD,0.042548219352521746
sub-001,sub-044,SFD,0.1339430181698864
sub-001,sub-009,SFD,0.13620679623901533
sub-001,sub-041,SFD,0.06164366098595698
sub-001,sub-024,SFD,0.019637279603617778
sub-001,sub-016,SFD,0.0257088449484381
sub-001,sub-112,SFD,0.12706078475951155
sub-001,sub-058,SFD,0.07917792017815635
sub-001,sub-018,SFD,0.0981144695201787
sub-001,sub-048,SFD,0.07888208396362817
sub-001,sub-087,SFD,0.15034348104902331
sub-001,sub-091,SFD,0.06402679502653569
sub-001,sub-083,SFD,0.13395877050359192
sub-001,sub-065,SFD,0.10190062071256631
sub-001,sub-077,SFD,-0.015358315937995737
sub-001,sub-039,SFD,0.04380079955247162
sub-001,sub-053,SFD,0.001892808809863055
sub-001,sub-075,SFD,0.053578704616997305
sub-001,sub-060,SFD,0.04992263032027322
sub-001,sub-103,SFD,0.09658442366961374
sub-001,sub-105,SFD,0.04063745221498313
sub-001,sub-064,SFD,0.05567466131762204
sub-001,sub-010,SFD,0.010792093566596958
sub-001,sub-034,SFD,0.05598714381430337
sub-001,sub-002,SFD,0.16006364568628906
sub-001,sub-085,SFD,0.08508260810202997
sub-001,sub-021,SFD,0.07461690665823115
sub-001,sub-096,SFD,0.15071001069274467
sub-001,sub-027,SFD,0.0243051822608528
sub-001,sub-006,SFD,0.1940756206480754
sub-001,sub-066,SFD,0.05910453938198223
sub-001,sub-101,SFD,0.06754452964120568
sub-001,sub-042,SFD,0.13750189732437415
sub-001,sub-003,SFD,0.11038434470623257
sub-001,sub-107,SFD,0.08235297760642259
sub-001,sub-098,SFD,0.05887277558780021
sub-001,sub-086,SFD,0.05604436181300861
sub-001,sub-013,SFD,0.062387814861529736
sub-001,sub-068,SFD,0.1630229807832204
sub-095,sub-012,SFD,-0.009845072758846593
sub-095,sub-052,SFD,0.08747153918700717
sub-095,sub-094,SFD,0.09681527161804569
sub-095,sub-088,SFD,0.026104536611118966
sub-095,sub-044,SFD,0.05695673871501919
sub-095,sub-009,SFD,0.11467051783068609
sub-095,sub-041,SFD,0.06903076699355497
sub-095,sub-024,SFD,0.008179317128657935
sub-095,sub-016,SFD,0.05593934915919018
sub-095,sub-112,SFD,0.1073422572809847
sub-095,sub-058,SFD,0.1658624771891952
sub-095,sub-018,SFD,0.0996898236188159
sub-095,sub-048,SFD,0.1227221069367625
sub-095,sub-087,SFD,0.08998242947040812
sub-095,sub-091,SFD,0.11280461152307586
sub-095,sub-083,SFD,0.0706373223420468
sub-095,sub-065,SFD,0.12358192767147337
sub-095,sub-077,SFD,0.06329971081646263
sub-095,sub-039,SFD,0.015547624032084517
sub-095,sub-053,SFD,0.03727303306213051
sub-095,sub-075,SFD,0.033476911050443384
sub-095,sub-060,SFD,0.14424768092946924
sub-095,sub-103,SFD,0.12937874720283596
sub-095,sub-105,SFD,0.0564445443944756
sub-095,sub-064,SFD,0.07913252575338874
sub-095,sub-010,SFD,0.015293140710798228
sub-095,sub-034,SFD,0.08340708105387026
sub-095,sub-002,SFD,0.10400524406976244
sub-095,sub-085,SFD,0.021106390563765353
sub-095,sub-021,SFD,0.07969960162488335
sub-095,sub-096,SFD,0.11229829748464737
sub-095,sub-027,SFD,0.02983911056115014
sub-095,sub-006,SFD,0.1656838860343759
sub-095,sub-066,SFD,0.15402014029376065
sub-095,sub-101,SFD,0.045804068915017045
sub-095,sub-042,SFD,0.14518286448061243
sub-095,sub-003,SFD,0.10748749465406995
sub-095,sub-107,SFD,0.08482654644678222
sub-095,sub-098,SFD,0.12688206454201467
sub-095,sub-086,SFD,-0.0016869553357107023
sub-095,sub-013,SFD,0.10671738283809554
sub-095,sub-068,SFD,0.15006222767468885
sub-012,sub-052,SFD,0.03623497829096264
sub-012,sub-094,SFD,0.10210803284270709
sub-012,sub-088,SFD,0.08168837588979018
sub-012,sub-044,SFD,0.06559577140135944
sub-012,sub-009,SFD,0.04563350393664938
sub-012,sub-041,SFD,0.035770720913480165
sub-012,sub-024,SFD,0.0010748065890071818
sub-012,sub-016,SFD,0.0009256437569952068
sub-012,sub-112,SFD,0.05087917412561081
sub-012,sub-058,SFD,0.09242277948193538
sub-012,sub-018,SFD,0.07133297485990375
sub-012,sub-048,SFD,-0.03791080780326532
sub-012,sub-087,SFD,0.0795449144699849
sub-012,sub-091,SFD,0.0454264773251039
sub-012,sub-083,SFD,0.11046180952397038
sub-012,sub-065,SFD,0.04577533465177182
sub-012,sub-077,SFD,0.05426471585476805
sub-012,sub-039,SFD,0.09710645110834695
sub-012,sub-053,SFD,0.002596040012424804
sub-012,sub-075,SFD,0.019931420949399387
sub-012,sub-060,SFD,0.08894399709244444
sub-012,sub-103,SFD,0.055921341943576376
sub-012,sub-105,SFD,0.02541177271241712
sub-012,sub-064,SFD,0.05622188402451826
sub-012,sub-010,SFD,0.03231347035630758
sub-012,sub-034,SFD,0.0013443779216420581
sub-012,sub-002,SFD,0.028780316264714202
sub-012,sub-085,SFD,0.06050509340283555
sub-012,sub-021,SFD,0.07716128461340949
sub-012,sub-096,SFD,0.06406842769127817
sub-012,sub-027,SFD,0.08114234035314546
sub-012,sub-006,SFD,0.08180204744292482
sub-012,sub-066,SFD,-0.0004889145428747828
sub-012,sub-101,SFD,0.0686844469972541
sub-012,sub-042,SFD,0.10909289773475109
sub-012,sub-003,SFD,0.007775036704063409
sub-012,sub-107,SFD,0.013759062952117889
sub-012,sub-098,SFD,0.043702518107263784
sub-012,sub-086,SFD,0.0827365649678825
sub-012,sub-013,SFD,0.012206042569058734
sub-012,sub-068,SFD,0.0888542459523522
sub-052,sub-094,SFD,0.13465731126238428
sub-052,sub-088,SFD,-0.024718589134373182
sub-052,sub-044,SFD,0.15631457580084135
sub-052,sub-009,SFD,0.14016333894449737
sub-052,sub-041,SFD,0.236310014409806
sub-052,sub-024,SFD,0.049635555834378
sub-052,sub-016,SFD,0.08619489870581828
sub-052,sub-112,SFD,0.18269493225813632
sub-052,sub-058,SFD,0.18480782773125906
sub-052,sub-018,SFD,0.1527200716358012
sub-052,sub-048,SFD,0.20003096548167035
sub-052,sub-087,SFD,0.04443609539194298
sub-052,sub-091,SFD,0.12019761405692458
sub-052,sub-083,SFD,0.1549204530175803
sub-052,sub-065,SFD,0.09539640914840736
sub-052,sub-077,SFD,0.07854627235705415
sub-052,sub-039,SFD,0.049048712724465746
sub-052,sub-053,SFD,-0.01801833369426092
sub-052,sub-075,SFD,0.13166786268365505
sub-052,sub-060,SFD,0.14490420586493638
sub-052,sub-103,SFD,0.11439462616757147
sub-052,sub-105,SFD,0.0713220011504744
sub-052,sub-064,SFD,0.051411392846773415
sub-052,sub-010,SFD,0.12348065620039933
sub-052,sub-034,SFD,0.12002046142877752
sub-052,sub-002,SFD,0.13177293483466837
sub-052,sub-085,SFD,0.1099543814025451
sub-052,sub-021,SFD,0.012933396698876713
sub-052,sub-096,SFD,0.2570937070473885
sub-052,sub-027,SFD,0.0178112177341313
sub-052,sub-006,SFD,0.13862346052312294
sub-052,sub-066,SFD,0.14059168792245252
sub-052,sub-101,SFD,0.09544235945860445
sub-052,sub-042,SFD,0.1991425615399933
sub-052,sub-003,SFD,0.10325831686248542
